"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7886","navegacion_boton_inicio_visible","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","2611","reproductor_live_programacion_hoy_visible","Reproductor Live — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","4939","radio_tvn_radio_click","Estaciones Radio — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","6532","reproductor_live_carga_player_en_pantalla","Reproductor Live — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","2886","programacion_tab_manana_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","4272","reproductor_live_controles_visibles_al_tocar","Reproductor Live — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","3793","reproductor_live_tab_en_vivo_visible","Reproductor Live — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","2068","programacion_tab_ayer_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","2123","programacion_tab_hoy_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","4787","programacion_ver_todo_clickeable","Navegación Programación — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","6889","navegacion_click_boton_buscar","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","1481","navegacion_click_boton_menu","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","10231","navegacion_boton_menu_visible","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","4731","radio_seccion_estaciones_visible","Estaciones Radio — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","6388","radio_tvn_radio_clickeable","Estaciones Radio — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","3348","programacion_tab_anteayer_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","10328","navegacion_boton_buscar_visible","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
"","9451","navegacion_boton_explorar_visible","Navegación Inferior — tvnPass Android","2026-04-17","passed","2026-04-17","","","",""
