"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8592","navegacion_boton_buscar_visible","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","6934","radio_tvn_radio_click","Estaciones Radio — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","8954","navegacion_boton_menu_visible","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","9821","radio_tvn_radio_clickeable","Estaciones Radio — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","4886","programacion_tab_anteayer_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","6432","navegacion_click_boton_buscar","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","6642","radio_seccion_estaciones_visible","Estaciones Radio — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","5060","programacion_tab_manana_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","6298","navegacion_boton_inicio_visible","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","3976","reproductor_live_programacion_hoy_visible","Reproductor Live — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","7040","programacion_ver_todo_clickeable","Navegación Programación — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","8178","navegacion_boton_explorar_visible","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","7560","reproductor_live_carga_player_en_pantalla","Reproductor Live — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","5169","programacion_tab_hoy_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","19303","reproductor_live_sin_pantalla_de_error","Reproductor Live — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","1282","navegacion_click_boton_menu","Navegación Inferior — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","6427","reproductor_live_controles_visibles_al_tocar","Reproductor Live — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","7069","reproductor_live_tab_en_vivo_visible","Reproductor Live — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
"","4811","programacion_tab_ayer_es_seleccionable","Navegación Programación — tvnPass Android","2026-04-21","passed","2026-04-21","","","",""
